Loyalty Number,Enrollment Date,Cancellation Date,First_Activity,Last_Activity,Activity_Row_Count
683361,2017-11-01,,2017-01-01,2018-12-01,24.0
370486,2017-07-01,,2017-01-01,2018-12-01,24.0
279919,2016-09-01,,2017-01-01,2018-12-01,24.0
635249,2014-04-01,,2017-01-01,2018-12-01,24.0
849415,2014-09-01,,2017-01-01,2018-12-01,24.0
334003,2013-06-01,,2017-01-01,2018-12-01,24.0
256323,2014-11-01,,2017-01-01,2018-12-01,24.0
553567,2017-03-01,2017-11-01,2017-01-01,2018-12-01,24.0
612555,2015-10-01,,2017-01-01,2018-12-01,24.0
411242,2012-05-01,,2017-01-01,2018-12-01,24.0
353128,2012-09-01,,2017-01-01,2018-12-01,24.0
367961,2013-06-01,,2017-01-01,2018-12-01,24.0
431899,2014-06-01,,2017-01-01,2018-12-01,24.0
835491,2016-09-01,,2017-01-01,2018-12-01,24.0
791355,2015-09-01,,2017-01-01,2018-12-01,24.0
331258,2015-04-01,,2017-01-01,2018-12-01,24.0
713329,2017-03-01,,2017-01-01,2018-12-01,24.0
422805,2015-02-01,,2017-01-01,2018-12-01,24.0
660376,2012-07-01,,2017-01-01,2018-12-01,24.0
841677,2017-09-01,,2017-01-01,2018-12-01,24.0
871329,2013-06-01,2016-06-01,2017-01-01,2018-12-01,24.0
626326,2013-01-01,,2017-01-01,2018-12-01,24.0
412854,2017-04-01,,2017-01-01,2018-12-01,24.0
686728,2018-03-01,,2018-02-01,2018-12-01,11.0
333621,2013-06-01,,2017-01-01,2018-12-01,24.0
270570,2016-10-01,,2017-01-01,2018-12-01,24.0
305171,2014-09-01,,2017-01-01,2018-12-01,24.0
715668,2017-09-01,2017-10-01,2017-01-01,2018-12-01,24.0
197529,2018-12-01,,2017-01-01,2018-12-01,24.0
496325,2012-08-01,,2017-01-01,2018-12-01,24.0
873180,2017-12-01,2018-08-01,2017-01-01,2018-12-01,24.0
630320,2015-10-01,,2017-01-01,2018-12-01,24.0
304944,2014-01-01,,2017-01-01,2018-12-01,24.0
615662,2015-08-01,,2017-01-01,2018-12-01,24.0
887192,2018-06-01,,2017-01-01,2018-12-01,24.0
540497,2017-07-01,,2017-01-01,2018-12-01,24.0
673061,2016-09-01,2017-05-01,2017-01-01,2018-12-01,24.0
534794,2012-05-01,,2017-01-01,2018-12-01,24.0
336341,2012-11-01,,2017-01-01,2018-12-01,24.0
465530,2013-09-01,,2017-01-01,2018-12-01,24.0
600598,2015-12-01,,2017-01-01,2018-12-01,24.0
724720,2014-10-01,,2017-01-01,2018-12-01,24.0
627489,2013-08-01,,2017-01-01,2018-12-01,24.0
264064,2017-07-01,2018-03-01,2017-01-01,2018-12-01,24.0
740762,2015-11-01,,2017-01-01,2018-12-01,24.0
527622,2016-02-01,,2017-01-01,2018-12-01,24.0
984636,2014-03-01,,2017-01-01,2018-12-01,24.0
110691,2015-05-01,,2017-01-01,2018-12-01,24.0
737791,2014-01-01,,2017-01-01,2018-12-01,24.0
219413,2017-04-01,,2017-01-01,2018-12-01,24.0
260685,2018-07-01,,2017-01-01,2018-12-01,24.0
501363,2017-05-01,,2017-01-01,2018-12-01,24.0
982202,2018-01-01,,2017-01-01,2018-12-01,24.0
218529,2017-02-01,,2017-01-01,2018-12-01,24.0
343051,2018-03-01,,2018-02-01,2018-12-01,11.0
881157,2015-12-01,,2017-01-01,2018-12-01,24.0
426185,2015-11-01,,2017-01-01,2018-12-01,24.0
546758,2013-03-01,,2017-01-01,2018-12-01,24.0
270723,2014-09-01,,2017-01-01,2018-12-01,24.0
794248,2018-04-01,,2018-02-01,2018-12-01,11.0
504715,2015-06-01,,2017-01-01,2018-12-01,24.0
380183,2016-02-01,,2017-01-01,2018-12-01,24.0
654817,2016-12-01,,2017-01-01,2018-12-01,24.0
541078,2017-10-01,,2017-01-01,2018-12-01,24.0
555112,2013-11-01,2017-08-01,2017-01-01,2018-12-01,24.0
726732,2015-06-01,2017-11-01,2017-01-01,2018-12-01,24.0
948327,2018-08-01,,2017-01-01,2018-12-01,24.0
384269,2015-08-01,,2017-01-01,2018-12-01,24.0
791852,2017-07-01,,2017-01-01,2018-12-01,24.0
372183,2013-09-01,,2017-01-01,2018-12-01,24.0
481857,2014-05-01,,2017-01-01,2018-12-01,24.0
411523,2016-10-01,,2017-01-01,2018-12-01,24.0
765252,2014-03-01,,2017-01-01,2018-12-01,24.0
539358,2014-08-01,,2017-01-01,2018-12-01,24.0
697837,2013-09-01,,2017-01-01,2018-12-01,24.0
464471,2014-12-01,2015-08-01,2017-01-01,2018-12-01,24.0
410921,2016-09-01,,2017-01-01,2018-12-01,24.0
826304,2012-10-01,,2017-01-01,2018-12-01,24.0
200077,2017-09-01,,2017-01-01,2018-12-01,24.0
597897,2018-06-01,,2017-01-01,2018-12-01,24.0
119408,2018-11-01,,2017-01-01,2018-12-01,24.0
241167,2013-07-01,,2017-01-01,2018-12-01,24.0
159275,2013-08-01,,2017-01-01,2018-12-01,24.0
615439,2013-02-01,,2017-01-01,2018-12-01,24.0
458697,2014-07-01,,2017-01-01,2018-12-01,24.0
620465,2012-07-01,,2017-01-01,2018-12-01,24.0
654578,2014-07-01,,2017-01-01,2018-12-01,24.0
432451,2016-07-01,,2017-01-01,2018-12-01,24.0
251116,2014-07-01,2017-01-01,2017-01-01,2018-12-01,24.0
381786,2018-09-01,,2017-01-01,2018-12-01,24.0
440967,2013-11-01,,2017-01-01,2018-12-01,24.0
368292,2016-11-01,2017-02-01,2017-01-01,2018-12-01,24.0
493677,2016-08-01,,2017-01-01,2018-12-01,24.0
815207,2018-04-01,,2018-02-01,2018-12-01,11.0
850418,2015-10-01,,2017-01-01,2018-12-01,24.0
574560,2014-06-01,2016-04-01,2017-01-01,2018-12-01,24.0
406574,2015-04-01,,2017-01-01,2018-12-01,24.0
532925,2016-12-01,2017-08-01,2017-01-01,2018-12-01,24.0
119837,2014-12-01,,2017-01-01,2018-12-01,24.0
546039,2012-07-01,,2017-01-01,2018-12-01,24.0
950914,2017-09-01,,2017-01-01,2018-12-01,24.0
387129,2013-06-01,,2017-01-01,2018-12-01,24.0
876006,2016-09-01,,2017-01-01,2018-12-01,24.0
230311,2014-08-01,,2017-01-01,2018-12-01,24.0
955991,2013-09-01,,2017-01-01,2018-12-01,24.0
279409,2016-10-01,,2017-01-01,2018-12-01,24.0
293531,2017-03-01,,2017-01-01,2018-12-01,24.0
886127,2014-03-01,,2017-01-01,2018-12-01,24.0
536021,2016-05-01,,2017-01-01,2018-12-01,24.0
687108,2016-03-01,2016-11-01,2017-01-01,2018-12-01,24.0
579005,2016-10-01,,2017-01-01,2018-12-01,24.0
758372,2017-01-01,,2017-01-01,2018-12-01,24.0
671764,2018-03-01,2018-11-01,2018-02-01,2018-12-01,11.0
142290,2018-03-01,,2018-02-01,2018-12-01,11.0
605505,2016-03-01,,2017-01-01,2018-12-01,24.0
745336,2015-04-01,2015-12-01,2017-01-01,2018-12-01,24.0
413185,2016-07-01,,2017-01-01,2018-12-01,24.0
715462,2013-06-01,,2017-01-01,2018-12-01,24.0
739933,2012-05-01,,2017-01-01,2018-12-01,24.0
675106,2014-10-01,,2017-01-01,2018-12-01,24.0
767728,2018-07-01,,2017-01-01,2018-12-01,24.0
244032,2016-10-01,,2017-01-01,2018-12-01,24.0
872408,2018-12-01,,2017-01-01,2018-12-01,24.0
583648,2012-12-01,,2017-01-01,2018-12-01,24.0
250380,2017-10-01,,2017-01-01,2018-12-01,24.0
935504,2017-02-01,,2017-01-01,2018-12-01,24.0
311943,2015-09-01,,2017-01-01,2018-12-01,24.0
811684,2017-07-01,,2017-01-01,2018-12-01,24.0
672103,2018-11-01,,2017-01-01,2018-12-01,24.0
657339,2014-05-01,,2017-01-01,2018-12-01,24.0
433812,2012-05-01,,2017-01-01,2018-12-01,24.0
217284,2015-05-01,2016-01-01,2017-01-01,2018-12-01,24.0
559304,2017-05-01,,2017-01-01,2018-12-01,24.0
290249,2014-09-01,,2017-01-01,2018-12-01,24.0
948815,2017-02-01,,2017-01-01,2018-12-01,24.0
513229,2012-08-01,,2017-01-01,2018-12-01,24.0
501278,2012-06-01,,2017-01-01,2018-12-01,24.0
348299,2013-08-01,2013-11-01,2017-01-01,2018-12-01,24.0
500455,2016-01-01,,2017-01-01,2018-12-01,24.0
277356,2017-02-01,2017-10-01,2017-01-01,2018-12-01,24.0
615394,2018-11-01,,2017-01-01,2018-12-01,24.0
936723,2017-02-01,2017-10-01,2017-01-01,2018-12-01,24.0
158314,2017-09-01,,2017-01-01,2018-12-01,24.0
418090,2016-01-01,,2017-01-01,2018-12-01,24.0
769623,2018-06-01,,2017-01-01,2018-12-01,24.0
685314,2014-10-01,,2017-01-01,2018-12-01,24.0
413282,2016-08-01,,2017-01-01,2018-12-01,24.0
884088,2015-06-01,,2017-01-01,2018-12-01,24.0
445867,2014-07-01,,2017-01-01,2018-12-01,24.0
568286,2016-05-01,,2017-01-01,2018-12-01,24.0
965066,2017-12-01,2018-08-01,2017-01-01,2018-12-01,24.0
105145,2012-07-01,,2017-01-01,2018-12-01,24.0
516329,2012-09-01,,2017-01-01,2018-12-01,24.0
945479,2016-10-01,,2017-01-01,2018-12-01,24.0
363925,2017-11-01,,2017-01-01,2018-12-01,24.0
798216,2014-05-01,,2017-01-01,2018-12-01,24.0
822694,2018-06-01,,2017-01-01,2018-12-01,24.0
747483,2018-07-01,,2017-01-01,2018-12-01,24.0
784838,2015-08-01,,2017-01-01,2018-12-01,24.0
405597,2013-05-01,,2017-01-01,2018-12-01,24.0
502592,2016-08-01,,2017-01-01,2018-12-01,24.0
999143,2015-07-01,2016-03-01,2017-01-01,2018-12-01,24.0
134717,2018-04-01,,2018-02-01,2018-12-01,11.0
416620,2018-09-01,,2017-01-01,2018-12-01,24.0
198424,2014-06-01,,2017-01-01,2018-12-01,24.0
455892,2018-03-01,,2018-02-01,2018-12-01,11.0
814653,2017-03-01,,2017-01-01,2018-12-01,24.0
636505,2015-06-01,,2017-01-01,2018-12-01,24.0
923268,2018-04-01,2018-12-01,2018-02-01,2018-12-01,11.0
685346,2014-10-01,,2017-01-01,2018-12-01,24.0
967634,2018-11-01,,2017-01-01,2018-12-01,24.0
919506,2018-10-01,,2017-01-01,2018-12-01,24.0
272944,2015-12-01,,2017-01-01,2018-12-01,24.0
512906,2017-08-01,,2017-01-01,2018-12-01,24.0
490984,2013-04-01,,2017-01-01,2018-12-01,24.0
812042,2014-02-01,,2017-01-01,2018-12-01,24.0
366719,2017-07-01,,2017-01-01,2018-12-01,24.0
192177,2015-11-01,,2017-01-01,2018-12-01,24.0
273353,2018-07-01,,2017-01-01,2018-12-01,24.0
249555,2015-12-01,,2017-01-01,2018-12-01,24.0
103862,2013-07-01,,2017-01-01,2018-12-01,24.0
121935,2015-10-01,,2017-01-01,2018-12-01,24.0
224402,2016-10-01,,2017-01-01,2018-12-01,24.0
988839,2018-12-01,,2017-01-01,2018-12-01,24.0
416768,2017-03-01,,2017-01-01,2018-12-01,24.0
667767,2015-12-01,,2017-01-01,2018-12-01,24.0
955178,2017-01-01,,2017-01-01,2018-12-01,24.0
534716,2016-01-01,,2017-01-01,2018-12-01,24.0
565041,2012-04-01,,2017-01-01,2018-12-01,24.0
596004,2013-01-01,,2017-01-01,2018-12-01,24.0
340934,2018-11-01,,2017-01-01,2018-12-01,24.0
335839,2013-07-01,,2017-01-01,2018-12-01,24.0
621940,2017-09-01,,2017-01-01,2018-12-01,24.0
308379,2016-09-01,,2017-01-01,2018-12-01,24.0
683791,2015-01-01,,2017-01-01,2018-12-01,24.0
715015,2014-10-01,,2017-01-01,2018-12-01,24.0
835796,2013-07-01,,2017-01-01,2018-12-01,24.0
564201,2015-08-01,,2017-01-01,2018-12-01,24.0
572410,2014-07-01,,2017-01-01,2018-12-01,24.0
306288,2013-11-01,2018-01-01,2017-01-01,2018-12-01,24.0
568111,2017-01-01,,2017-01-01,2018-12-01,24.0
201220,2013-09-01,,2017-01-01,2018-12-01,24.0
533766,2012-10-01,,2017-01-01,2018-12-01,24.0
990933,2013-12-01,,2017-01-01,2018-12-01,24.0
968764,2018-03-01,,2018-02-01,2018-12-01,11.0
613265,2015-12-01,,2017-01-01,2018-12-01,24.0
163608,2013-01-01,,2017-01-01,2018-12-01,24.0
237984,2017-04-01,,2017-01-01,2018-12-01,24.0
288419,2016-01-01,,2017-01-01,2018-12-01,24.0
285738,2016-09-01,2017-05-01,2017-01-01,2018-12-01,24.0
666556,2014-10-01,,2017-01-01,2018-12-01,24.0
698180,2018-06-01,,2017-01-01,2018-12-01,24.0
807589,2016-11-01,,2017-01-01,2018-12-01,24.0
135382,2016-01-01,,2017-01-01,2018-12-01,24.0
444778,2016-07-01,,2017-01-01,2018-12-01,24.0
502534,2014-08-01,,2017-01-01,2018-12-01,24.0
589840,2014-11-01,,2017-01-01,2018-12-01,24.0
551300,2015-10-01,,2017-01-01,2018-12-01,24.0
990204,2014-10-01,,2017-01-01,2018-12-01,24.0
148299,2014-06-01,,2017-01-01,2018-12-01,24.0
412902,2016-05-01,,2017-01-01,2018-12-01,24.0
602694,2018-08-01,,2017-01-01,2018-12-01,24.0
662934,2018-03-01,,2018-02-01,2018-12-01,11.0
205445,2016-08-01,,2017-01-01,2018-12-01,24.0
883349,2014-04-01,2014-12-01,2017-01-01,2018-12-01,24.0
773293,2016-02-01,,2017-01-01,2018-12-01,24.0
957127,2012-10-01,,2017-01-01,2018-12-01,24.0
176611,2017-12-01,,2017-01-01,2018-12-01,24.0
848248,2014-03-01,,2017-01-01,2018-12-01,24.0
162013,2014-02-01,,2017-01-01,2018-12-01,24.0
706628,2018-06-01,,2017-01-01,2018-12-01,24.0
495027,2015-03-01,,2017-01-01,2018-12-01,24.0
731001,2017-10-01,,2017-01-01,2018-12-01,24.0
106001,2013-01-01,,2017-01-01,2018-12-01,24.0
692096,2017-01-01,,2017-01-01,2018-12-01,24.0
544569,2015-01-01,,2017-01-01,2018-12-01,24.0
616220,2016-03-01,,2017-01-01,2018-12-01,24.0
890361,2017-04-01,,2017-01-01,2018-12-01,24.0
778426,2017-02-01,,2017-01-01,2018-12-01,24.0
211083,2014-11-01,,2017-01-01,2018-12-01,24.0
693256,2013-05-01,,2017-01-01,2018-12-01,24.0
343377,2012-11-01,,2017-01-01,2018-12-01,24.0
608739,2016-04-01,,2017-01-01,2018-12-01,24.0
421497,2015-03-01,,2017-01-01,2018-12-01,24.0
268094,2017-10-01,,2017-01-01,2018-12-01,24.0
982608,2016-09-01,2017-05-01,2017-01-01,2018-12-01,24.0
703882,2012-04-01,,2017-01-01,2018-12-01,24.0
821404,2016-01-01,,2017-01-01,2018-12-01,24.0
544561,2017-04-01,,2017-01-01,2018-12-01,24.0
528074,2012-10-01,,2017-01-01,2018-12-01,24.0
709550,2012-07-01,,2017-01-01,2018-12-01,24.0
601448,2017-02-01,,2017-01-01,2018-12-01,24.0
264234,2014-01-01,,2017-01-01,2018-12-01,24.0
989048,2016-04-01,,2017-01-01,2018-12-01,24.0
788460,2016-05-01,2018-02-01,2017-01-01,2018-12-01,24.0
765973,2015-04-01,2015-12-01,2017-01-01,2018-12-01,24.0
831087,2012-11-01,,2017-01-01,2018-12-01,24.0
750776,2017-05-01,2018-01-01,2017-01-01,2018-12-01,24.0
401336,2013-03-01,,2017-01-01,2018-12-01,24.0
936612,2017-01-01,2017-09-01,2017-01-01,2018-12-01,24.0
785836,2014-03-01,,2017-01-01,2018-12-01,24.0
161437,2013-02-01,,2017-01-01,2018-12-01,24.0
654187,2015-07-01,,2017-01-01,2018-12-01,24.0
801821,2015-10-01,,2017-01-01,2018-12-01,24.0
655044,2015-11-01,,2017-01-01,2018-12-01,24.0
223946,2015-07-01,,2017-01-01,2018-12-01,24.0
531286,2014-08-01,,2017-01-01,2018-12-01,24.0
655614,2015-03-01,2015-11-01,2017-01-01,2018-12-01,24.0
101876,2017-10-01,2018-06-01,2017-01-01,2018-12-01,24.0
908729,2016-08-01,,2017-01-01,2018-12-01,24.0
622269,2014-04-01,2014-11-01,2017-01-01,2018-12-01,24.0
929701,2014-02-01,,2017-01-01,2018-12-01,24.0
622171,2018-06-01,,2017-01-01,2018-12-01,24.0
708020,2015-05-01,,2017-01-01,2018-12-01,24.0
919922,2017-08-01,2018-04-01,2017-01-01,2018-12-01,24.0
479872,2014-04-01,,2017-01-01,2018-12-01,24.0
277091,2017-04-01,,2017-01-01,2018-12-01,24.0
386363,2013-08-01,,2017-01-01,2018-12-01,24.0
307233,2016-03-01,2018-11-01,2017-01-01,2018-12-01,24.0
199342,2013-10-01,,2017-01-01,2018-12-01,24.0
810257,2014-04-01,,2017-01-01,2018-12-01,24.0
252341,2013-05-01,,2017-01-01,2018-12-01,24.0
485397,2013-07-01,,2017-01-01,2018-12-01,24.0
328180,2018-02-01,,2018-02-01,2018-12-01,11.0
687748,2017-08-01,,2017-01-01,2018-12-01,24.0
368830,2013-12-01,2014-08-01,2017-01-01,2018-12-01,24.0
249224,2013-02-01,,2017-01-01,2018-12-01,24.0
444684,2016-08-01,,2017-01-01,2018-12-01,24.0
181726,2013-09-01,,2017-01-01,2018-12-01,24.0
275413,2018-04-01,,2018-02-01,2018-12-01,11.0
530978,2014-09-01,,2017-01-01,2018-12-01,24.0
372261,2017-04-01,,2017-01-01,2018-12-01,24.0
738427,2017-01-01,,2017-01-01,2018-12-01,24.0
295929,2014-07-01,,2017-01-01,2018-12-01,24.0
381717,2018-07-01,,2017-01-01,2018-12-01,24.0
437022,2016-11-01,,2017-01-01,2018-12-01,24.0
582861,2017-06-01,,2017-01-01,2018-12-01,24.0
945014,2017-07-01,,2017-01-01,2018-12-01,24.0
809728,2018-01-01,2018-09-01,2017-01-01,2018-12-01,24.0
460207,2015-08-01,,2017-01-01,2018-12-01,24.0
567256,2016-10-01,,2017-01-01,2018-12-01,24.0
649089,2018-04-01,,2018-02-01,2018-12-01,11.0
290599,2016-10-01,,2017-01-01,2018-12-01,24.0
878909,2016-09-01,,2017-01-01,2018-12-01,24.0
941194,2018-09-01,,2017-01-01,2018-12-01,24.0
600820,2012-06-01,,2017-01-01,2018-12-01,24.0
430228,2012-08-01,,2017-01-01,2018-12-01,24.0
646168,2013-03-01,,2017-01-01,2018-12-01,24.0
866302,2015-10-01,,2017-01-01,2018-12-01,24.0
983524,2018-04-01,,2018-02-01,2018-12-01,11.0
189146,2017-05-01,2018-01-01,2017-01-01,2018-12-01,24.0
290517,2018-10-01,,2017-01-01,2018-12-01,24.0
513000,2018-09-01,,2017-01-01,2018-12-01,24.0
917352,2017-07-01,2018-09-01,2017-01-01,2018-12-01,24.0
277910,2015-02-01,,2017-01-01,2018-12-01,24.0
345014,2018-07-01,,2017-01-01,2018-12-01,24.0
911744,2018-03-01,,2018-02-01,2018-12-01,11.0
484194,2013-12-01,,2017-01-01,2018-12-01,24.0
618309,2016-05-01,,2017-01-01,2018-12-01,24.0
160686,2012-08-01,,2017-01-01,2018-12-01,24.0
355995,2013-05-01,,2017-01-01,2018-12-01,24.0
519203,2013-10-01,,2017-01-01,2018-12-01,24.0
306402,2014-02-01,,2017-01-01,2018-12-01,24.0
428590,2018-12-01,,2017-01-01,2018-12-01,24.0
446315,2012-10-01,,2017-01-01,2018-12-01,24.0
576716,2013-12-01,,2017-01-01,2018-12-01,24.0
111646,2014-11-01,2018-01-01,2017-01-01,2018-12-01,24.0
685982,2014-12-01,,2017-01-01,2018-12-01,24.0
166037,2012-06-01,,2017-01-01,2018-12-01,24.0
236593,2015-06-01,,2017-01-01,2018-12-01,24.0
784113,2012-06-01,,2017-01-01,2018-12-01,24.0
896790,2012-06-01,,2017-01-01,2018-12-01,24.0
990595,2016-12-01,,2017-01-01,2018-12-01,24.0
773261,2012-11-01,,2017-01-01,2018-12-01,24.0
756907,2017-03-01,,2017-01-01,2018-12-01,24.0
455287,2018-07-01,,2017-01-01,2018-12-01,24.0
633999,2017-12-01,,2017-01-01,2018-12-01,24.0
285484,2014-09-01,,2017-01-01,2018-12-01,24.0
342738,2014-04-01,2014-12-01,2017-01-01,2018-12-01,24.0
907743,2018-09-01,,2017-01-01,2018-12-01,24.0
484733,2017-07-01,,2017-01-01,2018-12-01,24.0
981848,2012-06-01,,2017-01-01,2018-12-01,24.0
399575,2016-03-01,,2017-01-01,2018-12-01,24.0
852310,2015-07-01,,2017-01-01,2018-12-01,24.0
885007,2014-12-01,,2017-01-01,2018-12-01,24.0
692097,2014-12-01,2015-08-01,2017-01-01,2018-12-01,24.0
532813,2013-08-01,,2017-01-01,2018-12-01,24.0
425445,2014-04-01,,2017-01-01,2018-12-01,24.0
410460,2017-01-01,2017-09-01,2017-01-01,2018-12-01,24.0
508854,2012-05-01,,2017-01-01,2018-12-01,24.0
141233,2014-10-01,,2017-01-01,2018-12-01,24.0
277769,2018-05-01,,2017-01-01,2018-12-01,24.0
340479,2016-08-01,,2017-01-01,2018-12-01,24.0
980651,2014-04-01,,2017-01-01,2018-12-01,24.0
513708,2017-03-01,,2017-01-01,2018-12-01,24.0
796508,2013-06-01,,2017-01-01,2018-12-01,24.0
304770,2015-02-01,,2017-01-01,2018-12-01,24.0
993350,2018-03-01,,2018-02-01,2018-12-01,11.0
203258,2014-02-01,2016-05-01,2017-01-01,2018-12-01,24.0
654890,2013-11-01,,2017-01-01,2018-12-01,24.0
716393,2015-06-01,,2017-01-01,2018-12-01,24.0
751612,2016-04-01,,2017-01-01,2018-12-01,24.0
493427,2015-07-01,,2017-01-01,2018-12-01,24.0
908006,2018-04-01,,2018-02-01,2018-12-01,11.0
827288,2018-03-01,,2018-02-01,2018-12-01,11.0
204042,2015-04-01,,2017-01-01,2018-12-01,24.0
254683,2012-08-01,,2017-01-01,2018-12-01,24.0
824259,2013-08-01,,2017-01-01,2018-12-01,24.0
259634,2013-05-01,2018-05-01,2017-01-01,2018-12-01,24.0
730742,2017-12-01,,2017-01-01,2018-12-01,24.0
287593,2013-07-01,,2017-01-01,2018-12-01,24.0
481450,2018-10-01,,2017-01-01,2018-12-01,24.0
503598,2016-12-01,,2017-01-01,2018-12-01,24.0
825593,2012-11-01,,2017-01-01,2018-12-01,24.0
591608,2013-01-01,,2017-01-01,2018-12-01,24.0
800923,2016-05-01,,2017-01-01,2018-12-01,24.0
127128,2017-06-01,,2017-01-01,2018-12-01,24.0
518249,2018-05-01,,2017-01-01,2018-12-01,24.0
682308,2014-02-01,,2017-01-01,2018-12-01,24.0
974114,2013-09-01,,2017-01-01,2018-12-01,24.0
179719,2015-04-01,,2017-01-01,2018-12-01,24.0
780944,2015-08-01,,2017-01-01,2018-12-01,24.0
369458,2016-04-01,,2017-01-01,2018-12-01,24.0
202585,2016-03-01,,2017-01-01,2018-12-01,24.0
924719,2012-06-01,,2017-01-01,2018-12-01,24.0
345608,2012-05-01,,2017-01-01,2018-12-01,24.0
662268,2015-12-01,,2017-01-01,2018-12-01,24.0
526747,2015-02-01,,2017-01-01,2018-12-01,24.0
395121,2015-10-01,,2017-01-01,2018-12-01,24.0
331698,2015-11-01,,2017-01-01,2018-12-01,24.0
336539,2017-03-01,,2017-01-01,2018-12-01,24.0
351513,2012-11-01,,2017-01-01,2018-12-01,24.0
586542,2016-03-01,,2017-01-01,2018-12-01,24.0
792383,2016-01-01,,2017-01-01,2018-12-01,24.0
274264,2013-12-01,,2017-01-01,2018-12-01,24.0
460711,2018-12-01,,2017-01-01,2018-12-01,24.0
117408,2016-01-01,,2017-01-01,2018-12-01,24.0
498644,2014-03-01,,2017-01-01,2018-12-01,24.0
231273,2015-01-01,,2017-01-01,2018-12-01,24.0
329587,2012-09-01,,2017-01-01,2018-12-01,24.0
206992,2016-06-01,,2017-01-01,2018-12-01,24.0
421855,2015-08-01,2016-10-01,2017-01-01,2018-12-01,24.0
469684,2015-12-01,,2017-01-01,2018-12-01,24.0
763520,2017-03-01,,2017-01-01,2018-12-01,24.0
823112,2015-03-01,,2017-01-01,2018-12-01,24.0
768012,2013-07-01,,2017-01-01,2018-12-01,24.0
399418,2014-09-01,,2017-01-01,2018-12-01,24.0
734035,2013-12-01,,2017-01-01,2018-12-01,24.0
332983,2018-02-01,,2018-02-01,2018-12-01,11.0
894340,2013-04-01,,2017-01-01,2018-12-01,24.0
192096,2018-10-01,,2017-01-01,2018-12-01,24.0
787172,2015-05-01,2016-01-01,2017-01-01,2018-12-01,24.0
400702,2017-03-01,,2017-01-01,2018-12-01,24.0
416124,2013-04-01,,2017-01-01,2018-12-01,24.0
456752,2018-09-01,,2017-01-01,2018-12-01,24.0
466147,2017-12-01,,2017-01-01,2018-12-01,24.0
226176,2015-08-01,2016-04-01,2017-01-01,2018-12-01,24.0
837646,2014-03-01,2018-04-01,2017-01-01,2018-12-01,24.0
559279,2013-04-01,,2017-01-01,2018-12-01,24.0
733693,2013-12-01,,2017-01-01,2018-12-01,24.0
602900,2014-03-01,,2017-01-01,2018-12-01,24.0
543978,2015-09-01,,2017-01-01,2018-12-01,24.0
287212,2018-07-01,,2017-01-01,2018-12-01,24.0
660436,2017-05-01,,2017-01-01,2018-12-01,24.0
472726,2012-05-01,,2017-01-01,2018-12-01,24.0
887705,2015-01-01,2015-09-01,2017-01-01,2018-12-01,24.0
220358,2017-04-01,,2017-01-01,2018-12-01,24.0
590301,2012-10-01,,2017-01-01,2018-12-01,24.0
420464,2012-08-01,,2017-01-01,2018-12-01,24.0
640244,2014-09-01,,2017-01-01,2018-12-01,24.0
384920,2013-03-01,,2017-01-01,2018-12-01,24.0
573332,2012-07-01,,2017-01-01,2018-12-01,24.0
458320,2017-03-01,,2017-01-01,2018-12-01,24.0
101663,2016-09-01,,2017-01-01,2018-12-01,24.0
873458,2015-12-01,,2017-01-01,2018-12-01,24.0
141497,2018-03-01,,2018-02-01,2018-12-01,11.0
866815,2018-10-01,,2017-01-01,2018-12-01,24.0
439296,2015-03-01,,2017-01-01,2018-12-01,24.0
521311,2017-05-01,,2017-01-01,2018-12-01,24.0
709059,2018-04-01,,2018-02-01,2018-12-01,11.0
735605,2018-03-01,,2018-02-01,2018-12-01,11.0
235629,2018-06-01,,2017-01-01,2018-12-01,24.0
173212,2013-04-01,,2017-01-01,2018-12-01,24.0
476875,2016-05-01,,2017-01-01,2018-12-01,24.0
330464,2014-10-01,,2017-01-01,2018-12-01,24.0
743768,2016-07-01,,2017-01-01,2018-12-01,24.0
595325,2013-11-01,,2017-01-01,2018-12-01,24.0
881198,2015-08-01,,2017-01-01,2018-12-01,24.0
881584,2018-02-01,,2018-02-01,2018-12-01,11.0
748286,2016-11-01,2017-07-01,2017-01-01,2018-12-01,24.0
949175,2014-09-01,,2017-01-01,2018-12-01,24.0
437810,2014-01-01,,2017-01-01,2018-12-01,24.0
297869,2014-04-01,,2017-01-01,2018-12-01,24.0
182587,2014-01-01,2017-12-01,2017-01-01,2018-12-01,24.0
818391,2018-07-01,2018-12-01,2017-01-01,2018-12-01,24.0
272812,2017-02-01,,2017-01-01,2018-12-01,24.0
273357,2014-08-01,,2017-01-01,2018-12-01,24.0
302908,2014-12-01,,2017-01-01,2018-12-01,24.0
217616,2018-07-01,,2017-01-01,2018-12-01,24.0
905497,2012-06-01,,2017-01-01,2018-12-01,24.0
166577,2015-10-01,,2017-01-01,2018-12-01,24.0
820187,2016-04-01,2016-07-01,2017-01-01,2018-12-01,24.0
315851,2013-02-01,,2017-01-01,2018-12-01,24.0
469977,2015-08-01,,2017-01-01,2018-12-01,24.0
784570,2017-02-01,,2017-01-01,2018-12-01,24.0
465931,2014-06-01,,2017-01-01,2018-12-01,24.0
482256,2016-09-01,,2017-01-01,2018-12-01,24.0
733746,2016-10-01,,2017-01-01,2018-12-01,24.0
526064,2018-05-01,,2017-01-01,2018-12-01,24.0
